Company,Séance,Instrument,Ticker,Ouverture,Dernier_Cours,+haut_du_jour,+bas_du_jour,Nombre_de_titres_échangés,Volume_des_échanges,Nombre_de_transactions,Capitalisation
ATTIJARIWAFA BANK,19/03/2026,ATTIJARIWAFA BANK,ATW,700.0,692.0,700.0,690.0,72403,50226420.1,257,148877460588.0
ATTIJARIWAFA BANK,18/03/2026,ATTIJARIWAFA BANK,ATW,700.0,714.9,714.9,697.0,50939,36071613.1,209,153804185801.1
CIH,19/03/2026,CIH,CIH,373.0,370.0,385.0,370.0,2823,1048093.1,39,13174080880.0
CIH,18/03/2026,CIH,CIH,376.1,385.0,385.0,376.1,463,175274.4,20,13708165240.0
CMGP GROUP,19/03/2026,CMGP GROUP,CMG,345.0,355.0,355.0,342.0,3674,1292864.85,66,6035319500.0
CMGP GROUP,18/03/2026,CMGP GROUP,CMG,340.0,356.0,356.0,339.0,7968,2828097.2,65,6052320400.0
COLORADO,19/03/2026,COLORADO,COL,85.0,85.8,85.99,84.0,242,20591.05,9,1382891023.8
COLORADO,18/03/2026,COLORADO,COL,85.9,85.84,86.0,83.12,794,66664.32,23,1383535728.24
CTM,19/03/2026,CTM,CTM,815.0,814.5,815.0,814.5,6,4887.5,2,998559081.0
CTM,18/03/2026,CTM,CTM,810.0,814.0,816.0,810.0,7,5680.0,3,997946092.0
COSUMAR,19/03/2026,COSUMAR,CSR,193.0,188.0,193.0,187.0,44048,8303627.9,162,17763582884.0
COSUMAR,18/03/2026,COSUMAR,CSR,190.0,191.0,192.0,190.0,16517,3149595.95,104,18047044313.0
DARI COUSPATE,19/03/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DARI COUSPATE,18/03/2026,DARI COUSPATE,DRI,-,4280.0,-,-,-,-,-,1277045000.0
DELTA HOLDING,19/03/2026,DELTA HOLDING,DHO,59.5,55.1,59.5,55.1,63485,3544969.42,237,4826760000.0
DELTA HOLDING,18/03/2026,DELTA HOLDING,DHO,56.89,58.5,59.0,55.99,43914,2534105.27,182,5124600000.0
DIAC SALAF,19/03/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
DIAC SALAF,18/03/2026,DIAC SALAF,DIS,-,26.25,-,-,-,-,-,27651855.0
CIMENTS DU MAROC,19/03/2026,CIMENTS DU MAROC,CMA,1715.0,1730.0,1730.0,1705.0,6844,11801525.0,28,24974286920.0
CIMENTS DU MAROC,18/03/2026,CIMENTS DU MAROC,CMA,1739.0,1790.0,1800.0,1739.0,1181,2109772.0,33,25840447160.0
DISWAY,19/03/2026,DISWAY,DWY,776.0,765.0,776.0,751.0,231,174893.0,12,1442607930.0
DISWAY,18/03/2026,DISWAY,DWY,755.0,776.0,778.0,755.0,221,167092.0,10,1463351312.0
DISTY TECHNOLOGIES,19/03/2026,DISTY TECHNOLOGIES,DYT,317.0,315.0,317.0,307.0,197,60957.8,17,314404650.0
DISTY TECHNOLOGIES,18/03/2026,DISTY TECHNOLOGIES,DYT,317.7,320.0,320.0,317.65,101,32124.4,7,319395200.0
DOUJA PROM ADDOHA,19/03/2026,DOUJA PROM ADDOHA,ADH,29.9,29.06,30.0,29.0,122998,3604314.64,169,11698139441.24
DOUJA PROM ADDOHA,18/03/2026,DOUJA PROM ADDOHA,ADH,29.2,29.95,30.98,29.2,137640,4128220.26,255,12056410057.3
ENNAKL,19/03/2026,ENNAKL,NKL,49.5,48.3,49.8,48.22,684,33236.16,27,1449000000.0
ENNAKL,18/03/2026,ENNAKL,NKL,49.8,48.5,49.8,48.5,2141,104677.3,34,1455000000.0
EQDOM,19/03/2026,EQDOM,EQD,1256.0,1256.0,1256.0,1256.0,19,23864.0,1,2097834000.0
EQDOM,18/03/2026,EQDOM,EQD,-,1242.0,-,-,-,-,-,2074450500.0
HPS,19/03/2026,HPS,HPS,519.0,510.0,519.0,510.0,3665,1869388.0,15,3777156900.0
HPS,18/03/2026,HPS,HPS,509.0,517.5,517.5,509.0,22107,11440087.0,10,3832703325.0
FENIE BROSSETTE,19/03/2026,FENIE BROSSETTE,FBR,302.0,300.0,302.0,298.1,289,86751.95,19,431695200.0
FENIE BROSSETTE,18/03/2026,FENIE BROSSETTE,FBR,298.0,307.75,307.8,298.0,903,272526.55,36,442847326.0
CFG BANK,19/03/2026,CFG BANK,CFG,212.0,208.0,212.0,208.0,29024,6038626.0,42,7281655680.0
CFG BANK,18/03/2026,CFG BANK,CFG,207.0,214.9,214.9,204.5,18795,3936567.3,60,7523210604.0
INVOLYS,19/03/2026,INVOLYS,INV,160.0,160.0,160.0,156.0,721,115344.0,17,61234560.0
INVOLYS,18/03/2026,INVOLYS,INV,155.0,160.0,160.0,155.0,228,36339.0,14,61234560.0
IB MAROC.COM,19/03/2026,IB MAROC.COM,IBC,59.52,64.99,64.99,59.52,430,26179.0,9,27132415.14
IB MAROC.COM,18/03/2026,IB MAROC.COM,IBC,-,66.0,-,-,-,-,-,27554076.0
ITISSALAT AL-MAGHRIB,19/03/2026,ITISSALAT AL-MAGHRIB,IAM,95.0,94.3,95.0,94.0,62314,5879977.57,191,82898690562.0
ITISSALAT AL-MAGHRIB,18/03/2026,ITISSALAT AL-MAGHRIB,IAM,93.1,95.9,95.99,93.1,161412,15244654.09,175,84305243106.0
JET CONTRACTORS,19/03/2026,JET CONTRACTORS,JET,2055.0,2075.0,2100.0,2055.0,432,894273.0,49,6286258150.0
JET CONTRACTORS,18/03/2026,JET CONTRACTORS,JET,2100.0,2100.0,2160.0,2086.0,2594,5453210.0,70,6361996200.0
LAFARGEHOLCIM MAROC,19/03/2026,LAFARGEHOLCIM MAROC,LHM,1776.0,1750.0,1776.0,1740.0,3645,6354567.0,30,41004670000.0
LAFARGEHOLCIM MAROC,18/03/2026,LAFARGEHOLCIM MAROC,LHM,1728.0,1778.0,1778.0,1726.0,1100,1943329.0,31,41660744720.0
DELATTRE LEVIVIER MAROC,19/03/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
DELATTRE LEVIVIER MAROC,18/03/2026,DELATTRE LEVIVIER MAROC,DLM,-,40.0,-,-,-,-,-,70000000.0
LESIEUR CRISTAL,19/03/2026,LESIEUR CRISTAL,LES,366.0,355.0,366.0,355.0,355,126630.0,4,9809186050.0
LESIEUR CRISTAL,18/03/2026,LESIEUR CRISTAL,LES,350.0,365.0,365.0,350.0,102,37050.0,6,10085501150.0
M2M Group,19/03/2026,M2M Group,M2M,-,449.95,-,-,-,-,-,291467261.15
M2M Group,18/03/2026,M2M Group,M2M,449.95,449.95,449.95,449.95,1,449.95,1,291467261.15
IMMORENTE INVEST,19/03/2026,IMMORENTE INVEST,IMO,90.5,90.55,90.99,90.2,951,86004.21,40,815583850.0
IMMORENTE INVEST,18/03/2026,IMMORENTE INVEST,IMO,90.97,90.5,91.0,90.0,7749,702164.33,57,815133500.0
MAGHREBAIL,19/03/2026,MAGHREBAIL,MAB,870.0,870.0,870.0,870.0,107,93090.0,11,1204238340.0
MAGHREBAIL,18/03/2026,MAGHREBAIL,MAB,-,924.0,-,-,-,-,-,1278984168.0
MANAGEM,19/03/2026,MANAGEM,MNG,8000.0,7901.0,8000.0,7778.0,1742,13741041.0,86,93742805076.0
MANAGEM,18/03/2026,MANAGEM,MNG,8000.0,8005.0,8005.0,7850.0,1434,11468449.0,46,94976731380.0
MAROC LEASING,19/03/2026,MAROC LEASING,MLE,-,345.0,-,-,-,-,-,957984960.0
MAROC LEASING,18/03/2026,MAROC LEASING,MLE,-,345.0,-,-,-,-,-,957984960.0
LABEL VIE,19/03/2026,LABEL VIE,LBV,3799.0,4100.0,4100.0,3785.0,3149,12002815.0,41,11865223700.0
LABEL VIE,18/03/2026,LABEL VIE,LBV,3799.0,3785.0,3800.0,3780.0,3417,12933802.0,28,10953627245.0
MED PAPER,19/03/2026,MED PAPER,MDP,24.9,24.95,24.95,24.0,2588,63623.9,16,119356383.85
MED PAPER,18/03/2026,MED PAPER,MDP,24.9,24.8,24.9,24.5,869,21589.1,7,118638810.4
MICRODATA,19/03/2026,MICRODATA,MIC,746.0,749.9,749.9,713.0,2270,1629856.0,16,1259832000.0
MICRODATA,18/03/2026,MICRODATA,MIC,-,734.0,-,-,-,-,-,1233120000.0
MINIERE TOUISSIT,19/03/2026,MINIERE TOUISSIT,CMT,3030.0,3050.0,3080.0,2999.0,1711,5163091.0,104,5127760650.0
MINIERE TOUISSIT,18/03/2026,MINIERE TOUISSIT,CMT,3127.0,3200.0,3200.0,3050.0,958,3006228.0,54,5379945600.0
MUTANDIS SCA,19/03/2026,MUTANDIS SCA,MUT,236.0,230.0,236.0,230.0,8583,1994272.0,169,2126749510.0
MUTANDIS SCA,18/03/2026,MUTANDIS SCA,MUT,235.9,236.0,236.0,234.1,792,186488.55,52,2182229932.0
OULMES,19/03/2026,OULMES,OUL,-,1238.0,-,-,-,-,-,2451240000.0
OULMES,18/03/2026,OULMES,OUL,-,1238.0,-,-,-,-,-,2451240000.0
PROMOPHARM S.A.,19/03/2026,PROMOPHARM S.A.,PRO,-,1428.0,-,-,-,-,-,1428000000.0
PROMOPHARM S.A.,18/03/2026,PROMOPHARM S.A.,PRO,-,1428.0,-,-,-,-,-,1428000000.0
REALISATIONS MECANIQUES,19/03/2026,REALISATIONS MECANIQUES,SRM,425.1,458.0,458.0,425.1,4,1799.1,2,146560000.0
REALISATIONS MECANIQUES,18/03/2026,REALISATIONS MECANIQUES,SRM,-,460.0,-,-,-,-,-,147200000.0
REBAB COMPANY,19/03/2026,REBAB COMPANY,REB,-,107.25,-,-,-,-,-,18924906.0
REBAB COMPANY,18/03/2026,REBAB COMPANY,REB,-,107.25,-,-,-,-,-,18924906.0
MAGHREB OXYGENE,19/03/2026,MAGHREB OXYGENE,MOX,-,402.9,-,-,-,-,-,327356250.0
MAGHREB OXYGENE,18/03/2026,MAGHREB OXYGENE,MOX,402.9,402.9,402.9,402.9,91,36663.9,6,327356250.0
RESIDENCES DAR SAADA,19/03/2026,RESIDENCES DAR SAADA,RDS,139.9,138.0,139.9,136.65,49182,6801759.0,150,3616821300.0
RESIDENCES DAR SAADA,18/03/2026,RESIDENCES DAR SAADA,RDS,141.8,140.3,143.5,139.5,24988,3544422.4,130,3677101655.0
RISMA,19/03/2026,RISMA,RIS,303.0,306.2,310.0,303.0,1717,524742.1,232,4902914818.4
RISMA,18/03/2026,RISMA,RIS,300.0,310.0,310.0,300.0,3798,1163369.0,349,4963760920.0
S.M MONETIQUE,19/03/2026,S.M MONETIQUE,S2M,530.0,530.0,530.0,530.0,8,4240.0,4,430397100.0
S.M MONETIQUE,18/03/2026,S.M MONETIQUE,S2M,535.0,550.0,550.0,535.0,200,107450.0,4,446638500.0
SALAFIN,19/03/2026,SALAFIN,SLF,533.0,533.0,533.0,533.0,1031,549523.0,4,1665155427.0
SALAFIN,18/03/2026,SALAFIN,SLF,503.9,503.9,503.9,503.9,665,335093.5,7,1574243564.1
SAMIR,19/03/2026,SAMIR,SAM,-,127.8,-,-,-,-,-,1520777187.0
SAMIR,18/03/2026,SAMIR,SAM,-,127.8,-,-,-,-,-,1520777187.0
SMI,19/03/2026,SMI,SMI,6025.0,5760.0,6025.0,5760.0,1099,6479862.0,196,9475718400.0
SMI,18/03/2026,SMI,SMI,6400.0,6251.0,6490.0,6200.0,535,3365402.0,99,10283457590.0
SGTM S.A,19/03/2026,SGTM S.A,GTM,723.0,720.0,724.9,708.1,15901,11401574.9,306,43200000000.0
SGTM S.A,18/03/2026,SGTM S.A,GTM,723.0,730.0,733.0,718.5,37247,27044147.8,566,43800000000.0
SANLAM MAROC,19/03/2026,SANLAM MAROC,SAH,2173.0,2173.0,2173.0,2173.0,20,43460.0,4,8945967202.0
SANLAM MAROC,18/03/2026,SANLAM MAROC,SAH,2112.0,2112.0,2112.0,2112.0,1,2112.0,1,8694837888.0
SNEP,19/03/2026,SNEP,SNP,450.0,436.0,450.0,436.0,181,80326.0,8,1046400000.0
SNEP,18/03/2026,SNEP,SNP,430.0,440.0,440.0,422.55,104,44940.2,10,1056000000.0
SONASID,19/03/2026,SONASID,SID,1869.0,1870.0,1870.0,1840.0,4116,7641975.0,41,7293000000.0
SONASID,18/03/2026,SONASID,SID,1873.0,1880.0,1910.0,1873.0,908,1710596.0,28,7332000000.0
SODEP-Marsa Maroc,19/03/2026,SODEP-Marsa Maroc,MSA,775.0,775.0,779.0,766.0,49588,38320812.7,186,56881590000.0
SODEP-Marsa Maroc,18/03/2026,SODEP-Marsa Maroc,MSA,765.0,786.1,796.0,765.0,34593,27109952.1,234,57696281160.0
SOTHEMA,19/03/2026,SOTHEMA,SOT,1650.0,1628.0,1650.0,1585.0,626,1003350.0,11,12383753184.0
SOTHEMA,18/03/2026,SOTHEMA,SOT,1657.0,1657.0,1657.0,1600.0,14,22742.0,4,12604348296.0
SOCIETE DES BOISSONS DU MAROC,19/03/2026,SOCIETE DES BOISSONS DU MAROC,SBM,-,2140.0,-,-,-,-,-,6055457420.0
SOCIETE DES BOISSONS DU MAROC,18/03/2026,SOCIETE DES BOISSONS DU MAROC,SBM,2140.0,2140.0,2140.0,2140.0,103,220420.0,10,6055457420.0
TAQA MOROCCO,19/03/2026,TAQA MOROCCO,TQM,1794.0,1835.0,1849.0,1771.0,70176,128612053.0,56,43284974570.0
TAQA MOROCCO,18/03/2026,TAQA MOROCCO,TQM,1875.0,1795.0,1875.0,1795.0,989,1782555.0,30,42341432890.0
STOKVIS NORD AFRIQUE,19/03/2026,STOKVIS NORD AFRIQUE,SNA,72.99,71.95,72.99,71.0,4879,351905.26,57,1273166042.5
STOKVIS NORD AFRIQUE,18/03/2026,STOKVIS NORD AFRIQUE,SNA,72.0,72.79,73.0,72.0,5525,401807.59,69,1288029968.5
TGCC S.A,19/03/2026,TGCC S.A,TGC,720.0,720.0,728.5,708.0,9600,6886601.0,259,24965519040.0
TGCC S.A,18/03/2026,TGCC S.A,TGC,732.0,735.0,750.0,720.0,41022,30084880.1,400,25485634020.0
UNIMER,19/03/2026,UNIMER,UMR,-,160.0,-,-,-,-,-,1826220800.0
UNIMER,18/03/2026,UNIMER,UMR,-,160.0,-,-,-,-,-,1826220800.0
VICENNE,19/03/2026,VICENNE,VCN,391.0,400.0,400.0,385.0,1455,573655.5,84,4103540000.0
VICENNE,18/03/2026,VICENNE,VCN,393.0,400.0,400.0,385.0,13875,5392171.65,153,4103540000.0
STROC INDUSTRIE,19/03/2026,STROC INDUSTRIE,STR,171.0,161.0,171.0,160.0,2335,382084.75,68,201010915.0
STROC INDUSTRIE,18/03/2026,STROC INDUSTRIE,STR,164.7,165.0,167.5,163.0,811,134259.4,30,206004975.0
WAFA ASSURANCE,19/03/2026,WAFA ASSURANCE,WAA,4850.0,4850.0,4850.0,4850.0,545,2643250.0,3,16975000000.0
WAFA ASSURANCE,18/03/2026,WAFA ASSURANCE,WAA,4998.0,4998.0,4998.0,4998.0,67,334866.0,2,17493000000.0
TOTALENERGIES MARKETING MAROC,19/03/2026,TOTALENERGIES MARKETING MAROC,TMA,1600.0,1580.0,1620.0,1580.0,446,709802.0,27,14156800000.0
TOTALENERGIES MARKETING MAROC,18/03/2026,TOTALENERGIES MARKETING MAROC,TMA,1580.0,1600.0,1602.0,1580.0,153,242420.0,17,14336000000.0
ZELLIDJA S.A,19/03/2026,ZELLIDJA S.A,ZDJ,-,225.0,-,-,-,-,-,128891025.0
ZELLIDJA S.A,18/03/2026,ZELLIDJA S.A,ZDJ,-,225.0,-,-,-,-,-,128891025.0
